tag-local-identifier,location-long,location-lat,Date,Time,Coordinates
Z665,14.292,38.618,2016-10-28,10:45:18,"(38.618, 14.292)"
Z665,13.778,38.599,2016-10-28,22:47:48,"(38.599000000000004, 13.777999999999999)"
Z665,13.774,36.853,2016-10-29,10:49:18,"(36.853, 13.774000000000001)"
Z665,14.262,36.841,2016-10-29,22:47:48,"(36.841, 14.262)"
Z665,14.573,37.486,2016-10-30,10:45:18,"(37.486, 14.573)"
Z665,14.754,37.681,2016-10-30,22:45:18,"(37.681, 14.754000000000001)"
Z665,15.255999999999998,36.861,2016-10-31,10:43:48,"(36.861, 15.255999999999998)"
Z665,15.371,34.822,2016-10-31,22:41:18,"(34.821999999999996, 15.370999999999999)"
Z665,14.996,34.44,2016-11-01,10:42:48,"(34.44, 14.995999999999999)"
Z665,14.992,35.3,2016-11-01,22:44:18,"(35.3, 14.992)"
Z665,15.18,35.53800000000001,2016-11-02,10:42:48,"(35.538000000000004, 15.18)"
Z665,15.305,35.57,2016-11-02,22:42:48,"(35.57, 15.305)"
Z665,15.307,35.986,2016-11-03,10:41:48,"(35.986, 15.307)"
Z665,14.866,35.065,2016-11-03,22:42:48,"(35.065, 14.866)"
Z665,14.561,33.773,2016-11-04,10:45:18,"(33.773, 14.561)"
Z665,15.056,34.948,2016-11-04,22:45:18,"(34.948, 15.056)"
Z665,15.259,37.001,2016-11-05,10:41:18,"(37.001, 15.259)"
Z665,14.949000000000002,37.558,2016-11-05,22:43:48,"(37.558, 14.949000000000002)"
Z665,14.956,37.231,2016-11-06,10:43:48,"(37.231, 14.956)"
Z665,15.394,38.083,2016-11-06,22:43:48,"(38.083, 15.394)"
Z665,15.536,39.727,2016-11-07,10:40:18,"(39.727, 15.536)"
Z665,14.913,39.412,2016-11-07,22:42:48,"(39.412, 14.913)"
Z665,15.385,36.306,2016-11-08,10:45:18,"(36.306, 15.385)"
Z665,15.999,33.663000000000004,2016-11-08,22:39:18,"(33.663000000000004, 15.999)"
Z665,15.577,33.9,2016-11-09,10:40:18,"(33.9, 15.577)"
Z665,15.085,33.981,2016-11-09,22:42:48,"(33.981, 15.085)"
Z665,14.48,34.373000000000005,2016-11-10,10:44:18,"(34.373000000000005, 14.48)"
Z665,14.665,36.843,2016-11-10,22:47:48,"(36.843, 14.665)"
Z665,15.443,37.837,2016-11-11,10:42:48,"(37.836999999999996, 15.443)"
Z665,15.267,36.494,2016-11-11,22:41:48,"(36.494, 15.267000000000001)"
Z665,14.665,36.232,2016-11-12,10:44:18,"(36.232, 14.665)"
Z665,13.924,35.672,2016-11-12,22:46:48,"(35.672, 13.924000000000001)"
Z665,13.387,34.657,2016-11-13,10:50:18,"(34.657, 13.387)"
Z665,13.092,34.268,2016-11-13,22:51:18,"(34.268, 13.092)"
Z665,12.312,35.089,2016-11-14,10:52:48,"(35.089, 12.312000000000001)"
Z665,12.191,37.52,2016-11-14,22:57:48,"(37.52, 12.190999999999999)"
Z665,12.227,39.509,2016-11-15,10:53:48,"(39.509, 12.227)"
Z665,11.744000000000002,40.353,2016-11-15,22:57:48,"(40.353, 11.744000000000002)"
Z665,12.084,39.453,2016-11-16,10:57:48,"(39.453, 12.084000000000001)"
Z665,12.418,38.561,2016-11-16,22:55:18,"(38.561, 12.418)"
Z665,12.011,39.26,2016-11-17,10:55:18,"(39.26, 12.011)"
Z665,11.088,38.91,2016-11-17,22:58:48,"(38.91, 11.088)"
Z665,11.067,36.684,2016-11-18,11:02:48,"(36.684, 11.067)"
Z665,11.959,36.48,2016-11-18,22:59:18,"(36.48, 11.959000000000001)"
Z665,12.619000000000002,36.835,2016-11-19,10:55:48,"(36.835, 12.619000000000002)"
Z665,12.264,34.989000000000004,2016-11-19,22:54:18,"(34.989000000000004, 12.264000000000001)"
Z665,11.867,33.265,2016-11-20,10:58:48,"(33.265, 11.867)"
Z665,12.334,33.51,2016-11-20,22:57:48,"(33.51, 12.334000000000001)"
Z665,13.317,32.621,2016-11-21,10:55:18,"(32.621, 13.317)"
Z665,14.579,32.452,2016-11-21,22:50:18,"(32.452, 14.579)"
Z665,14.938,34.385,2016-11-22,10:45:18,"(34.385, 14.937999999999999)"
Z665,14.783,35.164,2016-11-22,22:47:48,"(35.164, 14.783)"
Z665,14.82,35.526,2016-11-23,10:46:48,"(35.525999999999996, 14.82)"
Z665,14.543,35.234,2016-11-23,22:47:48,"(35.234, 14.543)"
Z665,13.96,35.586,2016-11-24,10:49:18,"(35.586, 13.96)"
Z665,13.306,35.823,2016-11-24,22:52:48,"(35.823, 13.306)"
Z665,13.034,35.286,2016-11-25,10:54:48,"(35.286, 13.034)"
Z665,12.183,33.553000000000004,2016-11-25,22:55:18,"(33.553000000000004, 12.183)"
Z665,11.615,31.28,2016-11-26,11:01:48,"(31.28, 11.615)"
Z665,12.64,32.475,2016-11-26,23:00:18,"(32.475, 12.64)"
Z665,13.635,33.817,2016-11-27,10:53:48,"(33.817, 13.635)"
Z665,14.113,34.067,2016-11-27,22:52:48,"(34.067, 14.113)"
Z665,13.734000000000002,36.045,2016-11-28,10:50:18,"(36.045, 13.734000000000002)"
Z665,12.51,36.413,2016-11-28,22:56:18,"(36.413000000000004, 12.51)"
Z665,12.061,35.319,2016-11-29,11:00:18,"(35.319, 12.061)"
Z665,12.106,35.196,2016-11-29,23:00:18,"(35.196, 12.106)"
Z665,11.966,35.44,2016-11-30,11:00:18,"(35.44, 11.966)"
Z665,11.51,35.08,2016-11-30,23:01:48,"(35.08, 11.51)"
Z665,12.076,32.708,2016-12-01,11:04:18,"(32.708, 12.075999999999999)"
Z665,13.837,32.846,2016-12-01,22:57:48,"(32.846, 13.837)"
Z665,14.719,34.874,2016-12-02,10:50:18,"(34.874, 14.719000000000001)"
Z665,14.953,35.602,2016-12-02,22:51:18,"(35.602, 14.953)"
Z665,15.444,35.856,2016-12-03,10:48:48,"(35.856, 15.444)"
Z665,15.177,34.688,2016-12-03,22:47:48,"(34.688, 15.177)"
Z665,13.997,35.286,2016-12-04,10:51:18,"(35.286, 13.997)"
Z665,12.395,35.195,2016-12-04,22:57:48,"(35.195, 12.395)"
Z665,11.217,34.409,2016-12-05,11:04:18,"(34.409, 11.217)"
Z665,11.138,35.731,2016-12-05,23:07:48,"(35.731, 11.138)"
Z665,11.507,36.223,2016-12-06,11:05:18,"(36.223, 11.507)"
Z665,11.747,36.478,2016-12-06,23:05:18,"(36.478, 11.747)"
Z665,11.99,36.735,2016-12-07,11:03:48,"(36.735, 11.99)"
Z665,11.731,36.096,2016-12-07,23:03:48,"(36.096, 11.731)"
Z665,11.475,35.456,2016-12-08,11:06:18,"(35.455999999999996, 11.475)"
Z665,11.217,34.811,2016-12-08,23:06:18,"(34.811, 11.217)"
Z665,11.278,33.575,2016-12-09,11:08:48,"(33.575, 11.277999999999999)"
Z665,12.077,33.746,2016-12-09,23:06:18,"(33.746, 12.077)"
Z665,13.019,33.688,2016-12-10,11:02:48,"(33.688, 13.019)"
Z665,14.002,33.746,2016-12-10,22:59:18,"(33.746, 14.002)"
Z665,14.755,34.28,2016-12-11,10:55:18,"(34.28, 14.755)"
Z665,15.309,34.456,2016-12-11,22:53:48,"(34.455999999999996, 15.309000000000001)"
Z665,15.187,35.869,2016-12-12,10:51:18,"(35.869, 15.187000000000001)"
Z665,14.866,36.923,2016-12-12,22:55:18,"(36.923, 14.866)"
Z665,15.557,36.217,2016-12-13,10:54:18,"(36.217, 15.557)"
Z665,15.985,35.074,2016-12-13,22:50:18,"(35.074, 15.985)"
Z665,15.303,35.91300000000001,2016-12-14,10:51:18,"(35.913000000000004, 15.302999999999999)"
Z665,14.226,36.101,2016-12-14,22:56:18,"(36.101, 14.225999999999999)"
Z665,13.481,35.742,2016-12-15,11:00:18,"(35.742, 13.481)"
Z665,14.143,37.832,2016-12-15,23:02:48,"(37.832, 14.142999999999999)"
Z665,14.364,40.635,2016-12-16,10:55:18,"(40.635, 14.364)"
Z665,12.512,40.205,2016-12-16,23:01:48,"(40.205, 12.512)"
Z665,10.498,40.181,2016-12-17,11:10:18,"(40.181, 10.498)"
Z665,8.84,40.861,2016-12-17,23:18:48,"(40.861, 8.84)"
Z665,7.366,41.305,2016-12-18,11:23:48,"(41.305, 7.3660000000000005)"
Z665,5.9670000000000005,41.965,2016-12-18,23:31:18,"(41.965, 5.9670000000000005)"
Z665,5.347,41.49100000000001,2016-12-19,11:35:18,"(41.49100000000001, 5.347)"
Z665,4.907,41.292,2016-12-19,23:36:48,"(41.292, 4.907)"
Z665,5.813,39.0,2016-12-20,11:39:18,"(39.0, 5.813)"
Z665,7.462999999999999,38.007,2016-12-20,23:30:18,"(38.007, 7.462999999999999)"
Z665,8.156,38.632,2016-12-21,11:26:18,"(38.632, 8.156)"
Z665,8.155,38.122,2016-12-21,23:25:18,"(38.122, 8.155)"
Z665,7.4129999999999985,38.834,2016-12-22,11:26:48,"(38.834, 7.412999999999999)"
Z665,5.0939999999999985,37.006,2016-12-22,23:31:48,"(37.006, 5.093999999999999)"
Z665,2.492,35.995,2016-12-23,11:45:18,"(35.995, 2.492)"
Z665,0.963,37.004,2016-12-23,23:53:48,"(37.004, 0.963)"
Z665,0.6559999999999999,35.95,2016-12-24,11:57:48,"(35.95, 0.6559999999999999)"
Z665,0.081,34.399,2016-12-24,23:56:48,"(34.399, 0.081)"
Z665,-1.335,34.422,2016-12-25,12:02:48,"(34.422, -1.335)"
Z665,-2.539,34.906,2016-12-26,00:08:48,"(34.906, -2.539)"
Z665,-3.283,34.601,2016-12-26,12:12:48,"(34.601, -3.283)"
Z665,-3.536,35.195,2016-12-27,00:15:18,"(35.195, -3.536)"
Z665,-3.785,35.781,2016-12-27,12:15:18,"(35.781, -3.785)"
Z665,-3.729,36.906,2016-12-28,00:17:48,"(36.906, -3.7289999999999996)"
Z665,-3.228,37.271,2016-12-28,12:15:18,"(37.271, -3.228)"
Z665,-3.675,36.001,2016-12-29,00:14:18,"(36.001, -3.675)"
Z665,-4.848,36.048,2016-12-29,12:19:18,"(36.048, -4.848)"
Z665,-6.0539999999999985,36.096,2016-12-30,00:24:18,"(36.096, -6.053999999999999)"
Z665,-7.649,36.892,2016-12-30,12:29:18,"(36.891999999999996, -7.649)"
Z665,-9.309,37.723,2016-12-31,00:37:48,"(37.723, -9.309)"
Z665,-10.483,37.783,2016-12-31,12:42:48,"(37.783, -10.482999999999999)"
Z665,-10.143,40.408,2017-01-01,00:47:48,"(40.408, -10.142999999999999)"
Z665,-9.435,42.442,2017-01-01,12:40:18,"(42.442, -9.435)"
Z665,-9.198,43.71,2017-01-02,00:42:48,"(43.71, -9.198)"
Z665,-8.943999999999997,44.95,2017-01-02,12:38:48,"(44.95, -8.943999999999999)"
Z665,-9.389,45.205,2017-01-03,00:41:18,"(45.205, -9.389)"
Z665,-9.519,45.026,2017-01-03,12:42:48,"(45.026, -9.519)"
Z665,-8.548,46.37,2017-01-04,00:42:48,"(46.37, -8.548)"
Z665,-6.441,46.282,2017-01-04,12:35:18,"(46.282, -6.441)"
Z665,-4.738,45.799,2017-01-05,00:26:48,"(45.799, -4.738)"
Z665,-3.858,46.502,2017-01-05,12:21:48,"(46.501999999999995, -3.858)"
Z665,-4.25,45.472,2017-01-06,00:20:18,"(45.472, -4.25)"
Z665,-4.177,43.758,2017-01-06,12:25:18,"(43.758, -4.177)"
Z665,-3.508,42.925,2017-01-07,00:20:18,"(42.925, -3.508)"
Z665,-3.455,43.033,2017-01-07,12:20:18,"(43.033, -3.455)"
Z665,-3.216,43.43,2017-01-08,00:20:18,"(43.43, -3.216)"
Z665,-3.162,44.114,2017-01-08,12:18:48,"(44.114, -3.162)"
Z665,-2.565,45.592,2017-01-09,00:20:18,"(45.592, -2.565)"
Z665,-2.1790000000000003,47.385,2017-01-09,12:14:18,"(47.385, -2.1790000000000003)"
Z665,-2.571,48.102,2017-01-10,00:17:48,"(48.102, -2.571)"
Z665,-2.708,48.479,2017-01-10,12:17:48,"(48.479, -2.708)"
Z665,-3.161,48.44600000000001,2017-01-11,00:19:18,"(48.446000000000005, -3.161)"
Z665,-3.422,48.17100000000001,2017-01-11,12:21:48,"(48.17100000000001, -3.4219999999999997)"
Z665,-3.688,47.886,2017-01-12,00:21:48,"(47.886, -3.688)"
Z665,-3.445,46.893,2017-01-12,12:24:18,"(46.893, -3.445)"
Z665,-3.346,45.675,2017-01-13,00:20:18,"(45.675, -3.346)"
Z665,-4.043,45.643,2017-01-13,12:23:48,"(45.643, -4.043)"
Z665,-4.188,46.451,2017-01-14,00:26:18,"(46.451, -4.188)"
Z665,-4.204,47.066,2017-01-14,12:25:18,"(47.066, -4.204)"
Z665,-4.039,47.941,2017-01-15,00:26:48,"(47.941, -4.039)"
Z665,-3.804,48.721,2017-01-15,12:24:18,"(48.721000000000004, -3.804)"
Z665,-4.521,48.181,2017-01-16,00:25:18,"(48.181000000000004, -4.521)"
Z665,-6.0070000000000014,48.78,2017-01-16,12:30:18,"(48.78, -6.007000000000001)"
Z665,-8.217,48.497,2017-01-17,00:37:48,"(48.497, -8.217)"
Z665,-9.879,47.642,2017-01-17,12:47:48,"(47.641999999999996, -9.879)"
Z665,-11.438,46.952,2017-01-18,00:51:48,"(46.952, -11.437999999999999)"
Z665,-12.741,46.015,2017-01-18,13:00:18,"(46.015, -12.741)"
Z665,-13.206,46.408,2017-01-19,01:02:48,"(46.408, -13.206)"
Z665,-14.088,47.463,2017-01-19,13:04:18,"(47.463, -14.088)"
Z665,-15.132,48.345,2017-01-20,01:10:18,"(48.345, -15.132)"
Z665,-14.964,47.403,2017-01-20,13:12:48,"(47.403, -14.964)"
Z665,-13.706,48.172,2017-01-21,01:09:18,"(48.172, -13.706)"
Z665,-10.509,46.018,2017-01-21,13:02:48,"(46.018, -10.509)"
Z665,-7.818,43.721,2017-01-22,00:45:18,"(43.721000000000004, -7.818)"
Z665,-6.831,44.514,2017-01-22,12:40:18,"(44.513999999999996, -6.831)"
Z665,-6.8039999999999985,43.607,2017-01-23,00:37:48,"(43.607, -6.803999999999999)"
Z665,-6.5760000000000005,42.292,2017-01-23,12:40:18,"(42.292, -6.5760000000000005)"
Z665,-5.322,42.988,2017-01-24,00:36:18,"(42.988, -5.322)"
Z665,-4.208,44.072,2017-01-24,12:30:18,"(44.071999999999996, -4.208)"
Z665,-2.963,45.423,2017-01-25,00:27:48,"(45.423, -2.963)"
Z665,-1.651,46.816,2017-01-25,12:20:18,"(46.816, -1.651)"
Z665,-1.629,45.964,2017-01-26,00:17:48,"(45.964, -1.629)"
Z665,-2.404,46.557,2017-01-26,12:20:18,"(46.556999999999995, -2.404)"
Z665,-2.887,47.715,2017-01-27,00:24:18,"(47.715, -2.887)"
Z665,-2.029,46.504,2017-01-27,12:24:18,"(46.504, -2.029)"
Z665,-1.339,45.049,2017-01-28,00:17:48,"(45.049, -1.339)"
Z665,-2.051,46.26600000000001,2017-01-28,12:18:48,"(46.266000000000005, -2.051)"
Z665,-2.544,47.95,2017-01-29,00:23:48,"(47.95, -2.544)"
Z665,-2.705,49.01600000000001,2017-01-29,12:22:48,"(49.016000000000005, -2.705)"
Z665,-2.8160000000000003,50.177,2017-01-30,00:25:18,"(50.177, -2.8160000000000003)"
Z665,-1.64,49.135,2017-01-30,12:23:48,"(49.135, -1.64)"
Z665,-1.679,45.895,2017-01-31,00:16:18,"(45.895, -1.679)"
Z665,-3.179,45.61,2017-01-31,12:23:48,"(45.61, -3.179)"
Z665,-3.679,47.457,2017-02-01,00:28:48,"(47.457, -3.679)"
Z665,-3.845,48.627,2017-02-01,12:27:48,"(48.626999999999995, -3.845)"
Z665,-4.146,49.556,2017-02-02,00:30:18,"(49.556000000000004, -4.146)"
Z665,-3.688,49.059,2017-02-02,12:30:18,"(49.059, -3.688)"
Z665,-3.2430000000000003,48.567,2017-02-03,00:26:48,"(48.567, -3.2430000000000003)"
Z665,-2.722,47.896,2017-02-03,12:26:48,"(47.896, -2.722)"
Z665,-2.033,47.622,2017-02-04,00:22:48,"(47.622, -2.033)"
Z665,-2.439,49.63,2017-02-04,12:21:18,"(49.63, -2.439)"
Z665,-3.711,50.01,2017-02-05,00:26:18,"(50.01, -3.7110000000000003)"
Z665,-4.919,50.398,2017-02-05,12:31:18,"(50.398, -4.919)"
Z665,-5.742000000000001,51.67100000000001,2017-02-06,00:36:18,"(51.67100000000001, -5.742000000000001)"
Z665,-5.478,50.834,2017-02-06,12:37:48,"(50.833999999999996, -5.478)"
Z665,-6.0120000000000005,48.269,2017-02-07,00:34:18,"(48.269, -6.0120000000000005)"
Z665,-7.631,48.29600000000001,2017-02-07,12:41:48,"(48.29600000000001, -7.631)"
Z665,-8.913,49.312,2017-02-08,00:47:48,"(49.312, -8.913)"
Z665,-11.105,52.403,2017-02-08,12:51:48,"(52.403, -11.105)"
Z665,-13.917,55.227,2017-02-09,01:06:48,"(55.227, -13.917)"
Z665,-14.328,53.701,2017-02-09,13:12:48,"(53.701, -14.328)"
Z665,-15.689,49.933,2017-02-10,01:10:18,"(49.933, -15.689)"
Z665,-17.743,48.346,2017-02-10,13:22:48,"(48.346000000000004, -17.743)"
Z665,-18.39,50.399,2017-02-11,01:27:48,"(50.398999999999994, -18.39)"
Z665,-19.278,52.957,2017-02-11,13:27:48,"(52.957, -19.278)"
Z665,-21.244,53.472,2017-02-12,01:35:18,"(53.472, -21.244)"
Z665,-20.819000000000006,48.609,2017-02-12,13:42:48,"(48.608999999999995, -20.819000000000003)"
Z665,-19.163,47.22,2017-02-13,01:32:48,"(47.22, -19.163)"
Z665,-19.422,51.253,2017-02-13,13:28:48,"(51.253, -19.422)"
Z665,-19.398,55.872,2017-02-14,01:35:18,"(55.872, -19.398)"
Z665,-17.224,55.994,2017-02-14,13:27:48,"(55.994, -17.224)"
Z665,-16.678,52.855,2017-02-15,01:18:48,"(52.855, -16.678)"
Z665,-18.052,54.471,2017-02-15,13:22:48,"(54.471000000000004, -18.052)"
Z665,-19.057,57.361,2017-02-16,01:30:18,"(57.361000000000004, -19.057000000000002)"
Z665,-18.75,57.28,2017-02-16,13:30:18,"(57.28, -18.75)"
Z665,-19.229,55.328,2017-02-17,01:27:48,"(55.328, -19.229)"
Z665,-19.959,54.106,2017-02-17,13:33:48,"(54.106, -19.959)"
Z665,-20.483,53.355,2017-02-18,01:33:48,"(53.355, -20.483)"
Z665,-20.856,52.24,2017-02-18,13:37:48,"(52.24, -20.855999999999998)"
Z665,-21.06,51.569,2017-02-19,01:36:48,"(51.568999999999996, -21.06)"
Z665,-21.683000000000003,52.331,2017-02-19,13:39:18,"(52.331, -21.683000000000003)"
Z665,-22.468000000000004,52.684,2017-02-20,01:41:48,"(52.684, -22.468000000000004)"
Z665,-21.912,48.378,2017-02-20,13:45:18,"(48.378, -21.912)"
Z665,-20.187,49.202,2017-02-21,01:37:48,"(49.202, -20.187)"
Z665,-19.0,53.055,2017-02-21,13:30:18,"(53.055, -19.0)"
Z665,-19.148,52.077,2017-02-22,01:28:48,"(52.077, -19.148)"
Z665,-19.471,51.809,2017-02-22,13:31:18,"(51.809, -19.471)"
Z665,-20.007,50.61600000000001,2017-02-23,01:31:18,"(50.61600000000001, -20.007)"
Z665,-21.496,53.919,2017-02-23,13:35:18,"(53.919, -21.496)"
Z665,-23.572,56.612,2017-02-24,01:44:18,"(56.611999999999995, -23.572)"
Z665,-24.107,54.098,2017-02-24,13:50:18,"(54.098, -24.107)"
Z665,-24.002,54.145,2017-02-25,01:48:48,"(54.145, -24.002)"
Z665,-23.767,53.565,2017-02-25,13:49:18,"(53.565, -23.767)"
Z665,-23.3,54.23,2017-02-26,01:46:48,"(54.23, -23.3)"
Z665,-21.947,50.408,2017-02-26,13:45:18,"(50.408, -21.947)"
Z665,-20.305,50.533,2017-02-27,01:36:48,"(50.533, -20.305)"
Z665,-19.234,55.786,2017-02-27,13:30:18,"(55.786, -19.234)"
Z665,-18.67,58.585,2017-02-28,01:28:48,"(58.585, -18.67)"
Z665,-17.764,60.245,2017-02-28,13:25:18,"(60.245, -17.764)"
Z667,12.947,36.13,2016-07-08,03:32:52,"(36.13, 12.947000000000001)"
Z667,12.957,36.179,2016-07-08,11:13:22,"(36.179, 12.957)"
Z667,12.975,36.255,2016-07-08,23:13:22,"(36.255, 12.975)"
Z667,13.611,37.098,2016-07-09,11:13:22,"(37.098, 13.610999999999999)"
Z667,14.26,37.941,2016-07-09,23:08:22,"(37.941, 14.26)"
Z667,14.277,38.025,2016-07-10,11:08:22,"(38.025, 14.277000000000001)"
Z667,14.294,38.11,2016-07-10,23:08:22,"(38.11, 14.294)"
Z667,13.487,37.199,2016-07-11,11:08:22,"(37.199, 13.487)"
Z667,12.701,36.283,2016-07-11,23:14:52,"(36.283, 12.700999999999999)"
Z667,12.591,36.213,2016-07-12,11:14:52,"(36.213, 12.591)"
Z667,12.795,35.735,2016-07-12,23:15:52,"(35.735, 12.795)"
Z667,13.12,35.41900000000001,2016-07-13,11:13:22,"(35.419000000000004, 13.12)"
Z667,13.009,35.683,2016-07-13,23:13:22,"(35.683, 13.009)"
Z667,13.207,36.355,2016-07-14,11:14:22,"(36.355, 13.207)"
Z667,13.038,37.494,2016-07-14,23:11:52,"(37.494, 13.038)"
Z667,11.595,37.028,2016-07-15,11:15:52,"(37.028, 11.595)"
Z667,10.683,35.93,2016-07-15,23:23:22,"(35.93, 10.683)"
Z667,11.004,36.452,2016-07-16,11:23:22,"(36.452, 11.004000000000001)"
Z667,11.643,36.562,2016-07-16,23:20:52,"(36.562, 11.642999999999999)"
Z667,12.398,36.838,2016-07-17,11:18:22,"(36.838, 12.398)"
Z667,12.538,37.927,2016-07-17,23:14:52,"(37.927, 12.538)"
Z667,12.107,38.285,2016-07-18,11:17:22,"(38.285, 12.107000000000001)"
Z667,11.556,38.794,2016-07-18,23:18:22,"(38.794000000000004, 11.556)"
Z667,11.123,39.461,2016-07-19,11:21:52,"(39.461, 11.123)"
Z667,10.943,39.815,2016-07-19,23:21:52,"(39.815, 10.943)"
Z667,10.13,39.401,2016-07-20,11:23:22,"(39.400999999999996, 10.13)"
Z667,10.149,37.942,2016-07-20,23:28:22,"(37.942, 10.149)"
Z667,10.772,37.254,2016-07-21,11:23:22,"(37.254, 10.772)"
Z667,10.777,37.389,2016-07-21,23:23:22,"(37.389, 10.777000000000001)"
Z667,10.781,37.526,2016-07-22,11:23:22,"(37.525999999999996, 10.780999999999999)"
Z667,10.785,37.666,2016-07-22,23:23:22,"(37.666, 10.785)"
Z667,10.284,37.115,2016-07-23,11:23:22,"(37.115, 10.284)"
Z667,10.104,36.113,2016-07-23,23:27:22,"(36.113, 10.104)"
Z667,10.911,36.523,2016-07-24,11:24:52,"(36.523, 10.911)"
Z667,11.417,37.387,2016-07-24,23:20:52,"(37.387, 11.417)"
Z667,11.418,37.538,2016-07-25,11:20:52,"(37.538000000000004, 11.418)"
Z667,11.605,37.427,2016-07-25,23:20:52,"(37.427, 11.605)"
Z667,11.792,37.317,2016-07-26,11:19:22,"(37.317, 11.792)"
Z667,11.79,37.476,2016-07-26,23:19:22,"(37.476, 11.79)"
Z667,11.474,37.183,2016-07-27,11:19:22,"(37.183, 11.474)"
Z667,11.286,36.707,2016-07-27,23:21:52,"(36.707, 11.286)"
Z667,11.717,37.146,2016-07-28,11:20:52,"(37.146, 11.717)"
Z667,12.028,37.776,2016-07-28,23:18:22,"(37.775999999999996, 12.027999999999999)"
Z667,12.023,37.947,2016-07-29,11:18:22,"(37.946999999999996, 12.023)"
Z667,11.708,38.57,2016-07-29,23:18:22,"(38.57, 11.708)"
Z667,11.387,39.194,2016-07-30,11:20:52,"(39.194, 11.387)"
Z667,11.694,38.927,2016-07-30,23:20:52,"(38.927, 11.694)"
Z667,11.366,37.72,2016-07-31,11:18:22,"(37.72, 11.366)"
Z667,10.74,36.961,2016-07-31,23:23:22,"(36.961, 10.74)"
Z667,11.042,37.627,2016-08-01,11:23:22,"(37.626999999999995, 11.042)"
Z667,11.348,38.297,2016-08-01,23:20:52,"(38.297, 11.347999999999999)"
Z667,11.648,38.954,2016-08-02,11:20:52,"(38.954, 11.648)"
Z667,12.585,38.669,2016-08-02,23:18:22,"(38.669000000000004, 12.585)"
Z667,12.687,37.115,2016-08-03,11:13:22,"(37.115, 12.687000000000001)"
Z667,12.056,36.716,2016-08-03,23:17:22,"(36.716, 12.056)"
Z667,12.105,37.428,2016-08-04,11:18:22,"(37.428000000000004, 12.105)"
Z667,11.786,38.719,2016-08-04,23:16:52,"(38.719, 11.786)"
Z667,10.634,38.728,2016-08-05,11:20:52,"(38.728, 10.634)"
Z667,10.635,36.903,2016-08-05,23:25:52,"(36.903, 10.635)"
Z667,11.548,36.596,2016-08-06,11:20:52,"(36.596, 11.548)"
Z667,12.036,37.03,2016-08-06,23:18:22,"(37.03, 12.036)"
Z667,11.892,36.377,2016-08-07,11:16:52,"(36.376999999999995, 11.892000000000001)"
Z667,11.565,36.049,2016-08-07,23:19:22,"(36.049, 11.565)"
Z667,11.548,36.274,2016-08-08,11:19:22,"(36.274, 11.548)"
Z667,11.53,36.503,2016-08-08,23:19:22,"(36.503, 11.53)"
Z667,11.821,37.289,2016-08-09,11:19:22,"(37.289, 11.821)"
Z667,12.88,36.714,2016-08-09,23:16:52,"(36.714, 12.88)"
Z667,12.964,34.339,2016-08-10,11:10:52,"(34.339, 12.964)"
Z667,11.714,34.582,2016-08-10,23:15:52,"(34.582, 11.714)"
Z667,11.182,36.306,2016-08-11,11:20:52,"(36.306, 11.182)"
Z667,11.6,36.19,2016-08-11,23:19:52,"(36.19, 11.6)"
Z667,12.076,36.202,2016-08-12,11:17:22,"(36.202, 12.075999999999999)"
Z667,12.242,36.822,2016-08-12,23:15:52,"(36.821999999999996, 12.242)"
Z667,12.093,36.838,2016-08-13,11:15:52,"(36.838, 12.093)"
Z667,11.636,37.46,2016-08-13,23:16:52,"(37.46, 11.636)"
Z667,11.42,38.562,2016-08-14,11:19:22,"(38.562, 11.42)"
Z667,11.709,38.715,2016-08-14,23:18:22,"(38.715, 11.709000000000001)"
Z667,12.18,39.221,2016-08-15,11:16:52,"(39.221, 12.18)"
Z667,12.785,39.5,2016-08-15,23:14:22,"(39.5, 12.785)"
Z667,12.24,37.563,2016-08-16,11:11:52,"(37.563, 12.24)"
Z667,11.732,35.529,2016-08-16,23:18:22,"(35.529, 11.732000000000001)"
Z667,12.201,35.546,2016-08-17,11:15:52,"(35.546, 12.200999999999999)"
Z667,11.992,37.048,2016-08-17,23:14:22,"(37.048, 11.992)"
Z667,11.583,38.142,2016-08-18,11:17:22,"(38.141999999999996, 11.583)"
Z667,11.43,38.703,2016-08-18,23:17:22,"(38.703, 11.43)"
Z667,11.584,39.89,2016-08-19,11:18:22,"(39.89, 11.584000000000001)"
Z667,11.87,40.824,2016-08-19,23:15:52,"(40.824, 11.87)"
Z667,11.525,40.52,2016-08-20,11:15:52,"(40.52, 11.525)"
Z667,11.184,40.222,2016-08-20,23:18:22,"(40.222, 11.184000000000001)"
Z667,11.153,40.549,2016-08-21,11:18:22,"(40.549, 11.152999999999999)"
Z667,11.886,39.265,2016-08-21,23:18:22,"(39.265, 11.886)"
Z667,12.081,36.783,2016-08-22,11:12:22,"(36.783, 12.081)"
Z667,11.432,36.238,2016-08-22,23:16:22,"(36.238, 11.432)"
Z667,11.582,37.633,2016-08-23,11:17:22,"(37.633, 11.582)"
Z667,12.5,37.201,2016-08-23,23:14:52,"(37.201, 12.5)"
Z667,12.955,35.696,2016-08-24,11:09:52,"(35.696, 12.955)"
Z667,13.892,32.661,2016-08-24,23:10:52,"(32.661, 13.892000000000001)"
Z667,14.887,29.927,2016-08-25,11:02:22,"(29.927, 14.887)"
Z667,13.83,33.376,2016-08-25,23:02:22,"(33.376, 13.83)"
